#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
A0A1Y6G5Q4/8-122     -            115 Bac_globin           PF01152.28   121   2.7e-08   32.6   0.2   1   1   2.2e-09   3.5e-08   32.2   0.2     9   118     1   109     1   112 0.84 tr|A0A1Y6G5Q4|A0A1Y6G5Q4_9BACI Truncated hemoglobin YjbI OS=Bacillus sp. OV166 OX=1882763 GN=SAMN05444673_4194 PE=4 SV=1
A0A2W6P3L4/8-157     -            150 Bac_globin           PF01152.28   121     0.045   12.5   0.0   1   1    0.0046     0.074   11.8   0.0    10    57    27    73    25    92 0.80 tr|A0A2W6P3L4|A0A2W6P3L4_9BACL Chemotaxis protein OS=Paenibacillus silvae OX=1325358 GN=DN757_17410 PE=4 SV=1
A0A398CUV1/9-157     -            149 Bac_globin           PF01152.28   121     0.045   12.5   0.0   1   1    0.0049     0.079   11.7   0.0    13    57    29    72    24    97 0.82 tr|A0A398CUV1|A0A398CUV1_9BACL Chemotaxis protein OS=Cohnella sp. K2E09-144 OX=2315694 GN=D3H35_19300 PE=4 SV=1
A0A1E4VAB6/23-171    -            149 Bac_globin           PF01152.28   121     0.047   12.4   0.0   1   1    0.0042     0.068   11.9   0.0    13    76    32    96    23   102 0.73 tr|A0A1E4VAB6|A0A1E4VAB6_9PSED Diguanylate cyclase OS=Pseudomonas sp. 1D4 OX=1843691 GN=A7D27_20295 PE=4 SV=1
A0A3B7DZN8/10-164    -            155 Bac_globin           PF01152.28   121     0.048   12.4   0.0   1   1     0.005      0.08   11.7   0.0    17    58    34    74    30    97 0.84 tr|A0A3B7DZN8|A0A3B7DZN8_9SPHN Globin-coupled sensor protein OS=Novosphingobium sp. THN1 OX=1016987 GN=C7W88_10610 PE=4 SV=1
A0A1I1YD90/7-157     -            151 Bac_globin           PF01152.28   121     0.048   12.4   0.0   1   1    0.0052     0.084   11.6   0.0    10    53    28    70    26    84 0.81 tr|A0A1I1YD90|A0A1I1YD90_9BACL Heam-based aerotactic trancducer OS=Paenibacillus catalpae OX=1045775 GN=SAMN05216378_2598 PE=4 SV=1
A0A0C1RWH8/14-160    -            147 Bac_globin           PF01152.28   121     0.049   12.4   0.0   1   1     0.005     0.081   11.7   0.0    14    58    30    72    27    83 0.94 tr|A0A0C1RWH8|A0A0C1RWH8_9BACT Globin OS=Methylacidiphilum kamchatkense Kam1 OX=1202785 GN=A946_00720 PE=4 SV=1
A0A269VVZ2/8-157     -            150 Bac_globin           PF01152.28   121     0.049   12.4   0.0   1   1    0.0046     0.074   11.8   0.0    12    57    29    73    25    88 0.83 tr|A0A269VVZ2|A0A269VVZ2_9BACL Chemotaxis protein OS=Paenibacillus sp. 7541 OX=2026236 GN=CHH75_18895 PE=4 SV=1
A0A1Y0GX62/14-163    -            150 Bac_globin           PF01152.28   121     0.049   12.4   0.0   1   1    0.0074      0.12   11.1   0.0    10    57    26    73    24   100 0.85 tr|A0A1Y0GX62|A0A1Y0GX62_9BACT Methyl-accepting transducer domain-containing protein OS=Armatimonadetes bacterium Uphvl-Ar1 OX=2004467 GN=CCB80_04390 PE=4 SV=1
V2UN60/17-166        -            150 Bac_globin           PF01152.28   121      0.05   12.4   0.1   1   1    0.0088      0.14   10.9   0.1    12    97    31   115    22   138 0.71 tr|V2UN60|V2UN60_9GAMM GGDEF domain-containing protein OS=Acinetobacter tjernbergiae DSM 14971 = CIP 107465 OX=1120928 GN=F990_01379 PE=4 SV=1
M0BBG8/54-177        -            124 Bac_globin           PF01152.28   121      0.05   12.4   0.0   1   1    0.0041     0.066   12.0   0.0    13    66    31    86    24   101 0.76 tr|M0BBG8|M0BBG8_9EURY Methyl-accepting chemotaxis sensory transducer OS=Natrialba aegyptia DSM 13077 OX=1227491 GN=C480_06256 PE=4 SV=1
A0A2K8QM56/16-156    -            141 Bac_globin           PF01152.28   121      0.05   12.4   0.0   1   1    0.0063       0.1   11.4   0.0     9    56    21    67    20    71 0.78 tr|A0A2K8QM56|A0A2K8QM56_9GAMM Diguanylate cyclase OS=Dickeya fangzhongdai OX=1778540 GN=CVE23_11605 PE=4 SV=1
Q8DHH0/26-167        -            142 Bac_globin           PF01152.28   121      0.05   12.3   0.0   1   1    0.0042     0.067   11.9   0.0    11   110    21   122    17   130 0.76 tr|Q8DHH0|Q8DHH0_THEEB Tlr1989 protein OS=Thermosynechococcus elongatus (strain BP-1) OX=197221 GN=tlr1989 PE=4 SV=1
A0A1X7GVI7/7-156     -            150 Bac_globin           PF01152.28   121     0.055   12.2   0.0   1   1    0.0047     0.076   11.8   0.0    10    57    28    74    26    99 0.79 tr|A0A1X7GVI7|A0A1X7GVI7_9BACL Heam-based aerotactic trancducer OS=Paenibacillus uliginis N3/975 OX=1313296 GN=SAMN05661091_1193 PE=4 SV=1
M0E559/37-212        -            176 Bac_globin           PF01152.28   121     0.055   12.2   0.0   1   1    0.0057     0.093   11.5   0.0    13    57    31    75    25    94 0.84 tr|M0E559|M0E559_9EURY Methyl-accepting chemotaxis sensory transducer OS=Halorubrum saccharovorum DSM 1137 OX=1227484 GN=C471_03000 PE=4 SV=1
A0A3A4VW19/20-173    -            154 Bac_globin           PF01152.28   121     0.058   12.2   0.0   1   1    0.0058     0.094   11.5   0.0    12    57    31    75    24    87 0.84 tr|A0A3A4VW19|A0A3A4VW19_9GAMM EAL domain-containing protein OS=Gammaproteobacteria bacterium OX=1913989 GN=C4528_08015 PE=4 SV=1
A0A252BNT0/8-175     -            168 Bac_globin           PF01152.28   121     0.059   12.1   0.0   1   1     0.005     0.081   11.7   0.0    16    62    34    81    20    99 0.73 tr|A0A252BNT0|A0A252BNT0_9PROT Chemotaxis protein OS=Gluconobacter sp. DsW_058 OX=1511210 GN=HK24_08940 PE=4 SV=1
A0A291IHV6/16-141    -            126 Bac_globin           PF01152.28   121      0.06   12.1   0.0   1   1    0.0063       0.1   11.3   0.0     9    58    20    66    15    74 0.90 tr|A0A291IHV6|A0A291IHV6_9GAMM Uncharacterized protein OS=Methylomonas koyamae OX=702114 GN=MKLM6_1644 PE=4 SV=1
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      modelo_bac_globin.hmm
# Target file:     dominios_protoglobina_recortados.fasta
# Option settings: hmmsearch --domtblout cruce_bac_vs_proto.out modelo_bac_globin.hmm dominios_protoglobina_recortados.fasta 
# Current dir:     /mnt/c/Users/dinob/OneDrive/Escritorio/BioInfoTps/TP4/Archivos
# Date:            Wed Jun  3 02:23:00 2026
# [ok]
